method,run,generation,best
BLX_sigma_0.01,2,137,0.04245562880339249
BLX_sigma_0.01,2,138,0.04245562880339249
BLX_sigma_0.01,2,139,0.04244173564741893
BLX_sigma_0.01,2,140,0.04244173564741893
BLX_sigma_0.01,2,141,0.04244173564741893
BLX_sigma_0.01,2,142,0.04243680861663035
BLX_sigma_0.01,2,143,0.04243680861663035
BLX_sigma_0.01,2,144,0.04243680861663035
BLX_sigma_0.01,2,145,0.04243560326700402
BLX_sigma_0.01,2,146,0.04243491223049012
BLX_sigma_0.01,2,147,0.0424314012735556
BLX_sigma_0.01,2,148,0.04213140082745137
BLX_sigma_0.01,2,149,0.042095414974776424
BLX_sigma_0.01,2,150,0.042095414974776424
BLX_sigma_0.01,2,151,0.042095414974776424
BLX_sigma_0.01,2,152,0.04208876532990902
BLX_sigma_0.01,2,153,0.042087891210652484
BLX_sigma_0.01,2,154,0.042087891210652484
BLX_sigma_0.01,2,155,0.042087891210652484
BLX_sigma_0.01,2,156,0.04208715810739583
BLX_sigma_0.01,2,157,0.042086615960655216
BLX_sigma_0.01,2,158,0.042086342826163525
BLX_sigma_0.01,2,159,0.042085473248291594
BLX_sigma_0.01,2,160,0.042083868823948545
BLX_sigma_0.01,2,161,0.04208325626070908
BLX_sigma_0.01,2,162,0.04208176321822499
BLX_sigma_0.01,2,163,0.042078231569795954
BLX_sigma_0.01,2,164,0.042078231569795954
BLX_sigma_0.01,2,165,0.042078231569795954
BLX_sigma_0.01,2,166,0.042078231569795954
BLX_sigma_0.01,2,167,0.042078231569795954
BLX_sigma_0.01,3,0,138.4827981389377
BLX_sigma_0.01,3,1,59.992223834519166
BLX_sigma_0.01,3,2,32.83338385087547
BLX_sigma_0.01,3,3,20.93099733057228
BLX_sigma_0.01,3,4,18.69660984573123
BLX_sigma_0.01,3,5,11.998290775480145
BLX_sigma_0.01,3,6,5.620217153894402
BLX_sigma_0.01,3,7,5.620217153894402
BLX_sigma_0.01,3,8,4.081956420097066
BLX_sigma_0.01,3,9,1.8008543365326994
BLX_sigma_0.01,3,10,1.153553463436174
BLX_sigma_0.01,3,11,1.153553463436174
BLX_sigma_0.01,3,12,1.153553463436174
BLX_sigma_0.01,3,13,1.153553463436174
BLX_sigma_0.01,3,14,1.094768493561849
BLX_sigma_0.01,3,15,1.0653124141044399
BLX_sigma_0.01,3,16,0.9454314937647958
BLX_sigma_0.01,3,17,0.9454314937647958
